"ID","MODULE","ER_ROW","CHILD_FK","PARENT_PK","SHEET_LABEL_COL1","OLD_VALUE","NEO_VALUE","STATUS","NOTES"
"PP-PI:ER#56","PP-PI","56","MARC","T438M","T438M","MARC(FK)->T438M(PK) card= join=FROM MARC JOIN T438M ON MARC.DISMM = T438M.DISMM","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T438M"" but the JOIN sentence reads FROM MARC JOIN T438M. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T438M"" and data/sapData.ts stores role=child,table=<self>. The real edge T438M>MARC therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T438M/ renders a self-loop chip ""T438M"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: MARC=true T438M=true; edge recovered from another ER row: NO"
"PP-PI:ER#57","PP-PI","57","AUFK","T003O","T003O","AUFK(FK)->T003O(PK) card= join=FROM AUFK JOIN T003O ON AUFK.AUART = T003O.AUART","edge T003O>AUFK (recovered from a different ER row) kind=n-1 says=1","PARTIAL","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""T003O"" but the JOIN sentence reads FROM AUFK JOIN T003O. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""T003O"" and data/sapData.ts stores role=child,table=<self>. The real edge T003O>AUFK therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/T003O/ renders a self-loop chip ""T003O"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: AUFK=true T003O=true; edge recovered from another ER row: YES (T003O>AUFK)"
"PP-PI:ER#58","PP-PI","58","TCO01","T003O","TCO01","TCO01(FK)->T003O(PK) card= join=FROM TCO01 JOIN T003O ON TCO01.AUART = T003O.AUART","edge T003O>TCO01 kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/T003O/ + /neo/tables/TCO01/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#59","PP-PI","59","JEST","TJ30","TJ30","JEST(FK)->TJ30(PK) card= join=FROM JEST JOIN TJ30 ON JEST.STAT = TJ30.ESTAT","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TJ30"" but the JOIN sentence reads FROM JEST JOIN TJ30. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TJ30"" and data/sapData.ts stores role=child,table=<self>. The real edge TJ30>JEST therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TJ30/ renders a self-loop chip ""TJ30"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: JEST=true TJ30=true; edge recovered from another ER row: NO"
"PP-PI:ER#60","PP-PI","60","TJ30T","TJ30","TJ30T","TJ30T(FK)->TJ30(PK) card= join=FROM TJ30T JOIN TJ30 ON TJ30T.STSMA = TJ30.STSMA AND TJ30T.ESTAT = TJ30.ESTAT","edge TJ30>TJ30T kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/TJ30/ + /neo/tables/TJ30T/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#61","PP-PI","61","EKKO","BUT000","BUT000","EKKO(FK)->BUT000(PK) card= join=FROM EKKO JOIN BUT000 ON EKKO.LIFNR = BUT000.PARTNER","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""BUT000"" but the JOIN sentence reads FROM EKKO JOIN BUT000. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""BUT000"" and data/sapData.ts stores role=child,table=<self>. The real edge BUT000>EKKO therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/BUT000/ renders a self-loop chip ""BUT000"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: EKKO=false BUT000=true; edge recovered from another ER row: NO"
"PP-PI:ER#62","PP-PI","62","PLPO","TC22","TC22","PLPO(FK)->TC22(PK) card= join=FROM PLPO JOIN TC22 ON PLPO.STEUS = TC22.STEUS","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TC22"" but the JOIN sentence reads FROM PLPO JOIN TC22. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TC22"" and data/sapData.ts stores role=child,table=<self>. The real edge TC22>PLPO therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TC22/ renders a self-loop chip ""TC22"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: PLPO=true TC22=true; edge recovered from another ER row: NO"
"PP-PI:ER#63","PP-PI","63","JEST","AUFK","JEST","JEST(FK)->AUFK(PK) card= join=FROM JEST JOIN AUFK ON JEST.OBJNR = AUFK.OBJNR","edge AUFK>JEST kind=unstated mods=PP-PI says=1 contested=false","EXACT","NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AUFK/ + /neo/tables/JEST/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#64","PP-PI","64","JSTO","AUFK","JSTO","JSTO(FK)->AUFK(PK) card= join=FROM JSTO JOIN AUFK ON JSTO.OBJNR = AUFK.OBJNR","edge AUFK>JSTO kind=unstated mods=PP-PI says=1 contested=true","TRANSFORMED","CONTESTED: the opposite edge JSTO>AUFK is also recorded; NEO keeps both and flags it; NO join fields: the PP-PI 'ER - Join Map' sheet has no FK/PK/cardinality columns at all — a SOURCE gap, not a NEO loss; rendered: /neo/tables/AUFK/ + /neo/tables/JSTO/ + /neo/object/* = yes; /neo/erd/ = yes; /neo/studio = yes"
"PP-PI:ER#65","PP-PI","65","JEST","TJ02T","TJ02T","JEST(FK)->TJ02T(PK) card= join=FROM JEST JOIN TJ02T ON JEST.STAT = TJ02T.ISTAT","—","MISSING","GENERATOR MIS-PARSE (upstream of NEO): the sheet's column-1 says ""TJ02T"" but the JOIN sentence reads FROM JEST JOIN TJ02T. scripts/extract-xlsx.mjs sets child=column-1 and parent=JOIN-token, so both become ""TJ02T"" and data/sapData.ts stores role=child,table=<self>. The real edge TJ02T>JEST therefore exists in NEITHER build. OLD: lib/knowledge-graph.ts:33 has no self filter on upstream, so /object/TJ02T/ renders a self-loop chip ""TJ02T"" (verified via kgraph()). NEW: model.ts edges() skips r.table===self and danglingFor() skips it too, so /neo/tables and /neo/object render nothing at all. Root cause is the generator, not NEO; NEO is a rendering regression only in that OLD at least surfaced the corrupt self-loop.; ends documented: JEST=true TJ02T=true; edge recovered from another ER row: NO"
